;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
941;main-news;MSRpar;2012test;0351;4.000;['under', 'mexican', 'law', 'bounty', 'hunting', 'is', 'considered', 'a', 'form', 'of', 'kidnapping'];['bounty', 'hunting', 'is', 'illegal', 'in', 'mexico', 'and', 'the', 'bounty', 'hunter', 'was', 'charged', 'with', 'kidnapping'];[('under', 'IN'), ('mexican', 'JJ'), ('law', 'NN'), ('bounty', 'NN'), ('hunting', 'NN'), ('is', 'VBZ'), ('considered', 'VBN'), ('a', 'DT'), ('form', 'NN'), ('of', 'IN'), ('kidnapping', 'NN')];[('bounty', 'NN'), ('hunting', 'NN'), ('is', 'VBZ'), ('illegal', 'JJ'), ('in', 'IN'), ('mexico', 'NN'), ('and', 'CC'), ('the', 'DT'), ('bounty', 'NN'), ('hunter', 'NN'), ('was', 'VBD'), ('charged', 'VBN'), ('with', 'IN'), ('kidnapping', 'NN')];[('mexican', 'JJ'), ('law', 'NN'), ('bounty', 'NN'), ('hunting', 'NN'), ('is', 'VBZ'), ('considered', 'VBN'), ('form', 'NN'), ('kidnapping', 'NN')];[('bounty', 'NN'), ('hunting', 'NN'), ('is', 'VBZ'), ('illegal', 'JJ'), ('mexico', 'NN'), ('and', 'CC'), ('bounty', 'NN'), ('hunter', 'NN'), ('was', 'VBD'), ('charged', 'VBN'), ('kidnapping', 'NN')];['mexican', 'law', 'bounty', 'hunting', 'is', 'considered', 'form', 'kidnapping'];['bounty', 'hunting', 'is', 'illegal', 'mexico', 'and', 'bounty', 'hunter', 'was', 'charged', 'kidnapping'];mexican law bounty hunting is considered form kidnapping;bounty hunting is illegal mexico and bounty hunter was charged kidnapping;0.7264361743215259;0.6088776481978734;0.6391334842031281;0.5163977794943223;0.42105263157894735;0.631578947368421
942;main-news;MSRpar;2012test;0355;3.400;['the', 'announcements', 'were', 'made', 'at', 'the', 'international', 'broadcasting', 'convention', '(', 'ibc', ')', 'in', 'amsterdam'];['the', 'submission', 'was', 'on', 'monday', 'but', 'the', 'announcement', 'was', 'made', 'friday', 'at', 'the', 'international', 'broadcasting', 'convention', 'in', 'amsterdam'];[('the', 'DT'), ('announcements', 'NNS'), ('were', 'VBD'), ('made', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('international', 'JJ'), ('broadcasting', 'NN'), ('convention', 'NN'), ('(', '('), ('ibc', 'NN'), (')', ')'), ('in', 'IN'), ('amsterdam', 'NN')];[('the', 'DT'), ('submission', 'NN'), ('was', 'VBD'), ('on', 'IN'), ('monday', 'NN'), ('but', 'CC'), ('the', 'DT'), ('announcement', 'NN'), ('was', 'VBD'), ('made', 'VBN'), ('friday', 'NN'), ('at', 'IN'), ('the', 'DT'), ('international', 'JJ'), ('broadcasting', 'NN'), ('convention', 'NN'), ('in', 'IN'), ('amsterdam', 'NN')];[('announcements', 'NNS'), ('were', 'VBD'), ('made', 'VBN'), ('international', 'JJ'), ('broadcasting', 'NN'), ('convention', 'NN'), ('(', '('), ('ibc', 'NN'), (')', ')'), ('amsterdam', 'NN')];[('submission', 'NN'), ('was', 'VBD'), ('monday', 'NN'), ('but', 'CC'), ('announcement', 'NN'), ('was', 'VBD'), ('made', 'VBN'), ('friday', 'NN'), ('international', 'JJ'), ('broadcasting', 'NN'), ('convention', 'NN'), ('amsterdam', 'NN')];['announcements', 'were', 'made', 'international', 'broadcasting', 'convention', '(', 'ibc', ')', 'amsterdam'];['submission', 'was', 'monday', 'but', 'announcement', 'was', 'made', 'friday', 'international', 'broadcasting', 'convention', 'amsterdam'];announcements were made international broadcasting convention ( ibc ) amsterdam;submission was monday but announcement was made friday international broadcasting convention amsterdam;0.8668999412909364;0.8911932580025519;0.7345622487451398;0.6324555320336758;0.45454545454545453;0.7272727272727273
943;main-news;MSRpar;2012test;0376;3.200;['its', 'keywords', 'are', 'supported', 'by', 'chinese', 'language', 'web', 'portals'];['chinese', 'language', 'web', 'portals', 'also', 'support', '3721', 'keywords', 'the', 'web', 'site', 'said'];[('its', 'PRP$'), ('keywords', 'NNS'), ('are', 'VBP'), ('supported', 'VBN'), ('by', 'IN'), ('chinese', 'JJ'), ('language', 'NN'), ('web', 'NN'), ('portals', 'NNS')];[('chinese', 'JJ'), ('language', 'NN'), ('web', 'NN'), ('portals', 'NNS'), ('also', 'RB'), ('support', 'VBP'), ('3721', 'CD'), ('keywords', 'NNS'), ('the', 'DT'), ('web', 'NN'), ('site', 'NN'), ('said', 'VBD')];[('its', 'PRP$'), ('keywords', 'NNS'), ('are', 'VBP'), ('supported', 'VBN'), ('chinese', 'JJ'), ('language', 'NN'), ('web', 'NN'), ('portals', 'NNS')];[('chinese', 'JJ'), ('language', 'NN'), ('web', 'NN'), ('portals', 'NNS'), ('also', 'RB'), ('support', 'VBP'), ('3721', 'CD'), ('keywords', 'NNS'), ('web', 'NN'), ('site', 'NN'), ('said', 'VBD')];['its', 'keywords', 'are', 'supported', 'chinese', 'language', 'web', 'portals'];['chinese', 'language', 'web', 'portals', 'also', 'support', '3721', 'keywords', 'web', 'site', 'said'];its keywords are supported chinese language web portals;chinese language web portals also support 3721 keywords web site said;0.8332725653946508;0.9792975929406273;0.7814837331042395;0.6666666666666667;0.5263157894736842;0.631578947368421
944;main-news;MSRpar;2012test;0388;2.500;['the', 'consensus', 'estimate', 'of', 'analysts', 'polled', 'by', 'thomson', 'first', 'call', 'called', 'for', 'a', 'profit', 'of', '$', '170', 'per', 'share'];['analysts', 'polled', 'by', 'reuters', 'research', 'a', 'unit', 'of', 'reuters', 'group', 'plc', 'on', 'average', 'forecast', 'profit', 'of', '$', '169', 'per', 'share'];[('the', 'DT'), ('consensus', 'NN'), ('estimate', 'NN'), ('of', 'IN'), ('analysts', 'NNS'), ('polled', 'VBN'), ('by', 'IN'), ('thomson', 'NN'), ('first', 'RB'), ('call', 'VB'), ('called', 'VBN'), ('for', 'IN'), ('a', 'DT'), ('profit', 'NN'), ('of', 'IN'), ('$', '$'), ('170', 'CD'), ('per', 'IN'), ('share', 'NN')];[('analysts', 'NNS'), ('polled', 'VBN'), ('by', 'IN'), ('reuters', 'NNS'), ('research', 'NN'), ('a', 'DT'), ('unit', 'NN'), ('of', 'IN'), ('reuters', 'NNS'), ('group', 'NN'), ('plc', 'VBP'), ('on', 'IN'), ('average', 'JJ'), ('forecast', 'JJ'), ('profit', 'NN'), ('of', 'IN'), ('$', '$'), ('169', 'CD'), ('per', 'IN'), ('share', 'NN')];[('consensus', 'NN'), ('estimate', 'NN'), ('analysts', 'NNS'), ('polled', 'VBN'), ('thomson', 'NN'), ('first', 'RB'), ('call', 'VB'), ('called', 'VBN'), ('profit', 'NN'), ('$', '$'), ('170', 'CD'), ('share', 'NN')];[('analysts', 'NNS'), ('polled', 'VBN'), ('reuters', 'NNS'), ('research', 'NN'), ('unit', 'NN'), ('reuters', 'NNS'), ('group', 'NN'), ('plc', 'VBP'), ('average', 'JJ'), ('forecast', 'JJ'), ('profit', 'NN'), ('$', '$'), ('169', 'CD'), ('share', 'NN')];['consensus', 'estimate', 'analysts', 'polled', 'thomson', 'first', 'call', 'called', 'profit', '$', '170', 'share'];['analysts', 'polled', 'reuters', 'research', 'unit', 'reuters', 'group', 'plc', 'average', 'forecast', 'profit', '$', '169', 'share'];consensus estimate analysts polled thomson first call called profit $ 170 share;analysts polled reuters research unit reuters group plc average forecast profit $ 169 share;0.744209137422806;0.6464152782672741;0.7418591529353251;0.4714045207910318;0.38461538461538464;0.38461538461538464
945;main-news;MSRpar;2012test;0389;3.250;['initial', 'autopsy', 'reports', 'show', 'they', 'died', 'of', 'dehydration', 'hyperthermia', 'and', 'suffocation'];['two', 'more', 'died', 'later', 'and', 'initial', 'autopsy', 'reports', 'show', 'they', 'succumbed', 'to', 'dehydration', 'hypothermia', 'and', 'suffocation'];[('initial', 'JJ'), ('autopsy', 'NN'), ('reports', 'NNS'), ('show', 'VBP'), ('they', 'PRP'), ('died', 'VBD'), ('of', 'IN'), ('dehydration', 'NN'), ('hyperthermia', 'NN'), ('and', 'CC'), ('suffocation', 'NN')];[('two', 'CD'), ('more', 'JJR'), ('died', 'VBD'), ('later', 'RBR'), ('and', 'CC'), ('initial', 'JJ'), ('autopsy', 'NN'), ('reports', 'NNS'), ('show', 'VBP'), ('they', 'PRP'), ('succumbed', 'VBD'), ('to', 'TO'), ('dehydration', 'VB'), ('hypothermia', 'NN'), ('and', 'CC'), ('suffocation', 'NN')];[('initial', 'JJ'), ('autopsy', 'NN'), ('reports', 'NNS'), ('show', 'VBP'), ('they', 'PRP'), ('died', 'VBD'), ('dehydration', 'NN'), ('hyperthermia', 'NN'), ('and', 'CC'), ('suffocation', 'NN')];[('two', 'CD'), ('more', 'JJR'), ('died', 'VBD'), ('later', 'RBR'), ('and', 'CC'), ('initial', 'JJ'), ('autopsy', 'NN'), ('reports', 'NNS'), ('show', 'VBP'), ('they', 'PRP'), ('succumbed', 'VBD'), ('to', 'TO'), ('dehydration', 'VB'), ('hypothermia', 'NN'), ('and', 'CC'), ('suffocation', 'NN')];['initial', 'autopsy', 'reports', 'show', 'they', 'died', 'dehydration', 'hyperthermia', 'and', 'suffocation'];['two', 'more', 'died', 'later', 'and', 'initial', 'autopsy', 'reports', 'show', 'they', 'succumbed', 'to', 'dehydration', 'hypothermia', 'and', 'suffocation'];initial autopsy reports show they died dehydration hyperthermia and suffocation;two more died later and initial autopsy reports show they succumbed to dehydration hypothermia and suffocation;0.8296262776478845;0.9658396816437645;0.9693317044874594;0.6708203932499369;0.6923076923076923;0.5384615384615384
946;main-news;MSRpar;2012test;0402;3.800;['authorities', 'appealed', 'to', 'the', 'public', 'friday', 'to', 'come', 'forward', 'and', 'provide', 'what', 'could', 'be', 'the', 'key', 'to', 'solving', 'the', 'sniper-style', 'shootings', 'that', 'have', 'killed', 'three', 'people', 'outside', 'area', 'convenience', 'stores'];['authorities', 'looked', 'to', 'the', 'public', 'yesterday', 'for', 'help', 'in', 'solving', 'the', 'deadly', 'sniper-style', 'shootings', 'of', 'three', 'people', 'outside', 'charleston-area', 'convenience', 'stores'];[('authorities', 'NNS'), ('appealed', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('public', 'JJ'), ('friday', 'NN'), ('to', 'TO'), ('come', 'VB'), ('forward', 'RB'), ('and', 'CC'), ('provide', 'VB'), ('what', 'WP'), ('could', 'MD'), ('be', 'VB'), ('the', 'DT'), ('key', 'NN'), ('to', 'TO'), ('solving', 'VBG'), ('the', 'DT'), ('sniper-style', 'JJ'), ('shootings', 'NNS'), ('that', 'WDT'), ('have', 'VBP'), ('killed', 'VBN'), ('three', 'CD'), ('people', 'NNS'), ('outside', 'JJ'), ('area', 'NN'), ('convenience', 'NN'), ('stores', 'NNS')];[('authorities', 'NNS'), ('looked', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('public', 'NN'), ('yesterday', 'NN'), ('for', 'IN'), ('help', 'NN'), ('in', 'IN'), ('solving', 'VBG'), ('the', 'DT'), ('deadly', 'JJ'), ('sniper-style', 'JJ'), ('shootings', 'NNS'), ('of', 'IN'), ('three', 'CD'), ('people', 'NNS'), ('outside', 'IN'), ('charleston-area', 'JJ'), ('convenience', 'NN'), ('stores', 'NNS')];[('authorities', 'NNS'), ('appealed', 'VBD'), ('to', 'TO'), ('public', 'JJ'), ('friday', 'NN'), ('to', 'TO'), ('come', 'VB'), ('forward', 'RB'), ('and', 'CC'), ('provide', 'VB'), ('what', 'WP'), ('could', 'MD'), ('be', 'VB'), ('key', 'NN'), ('to', 'TO'), ('solving', 'VBG'), ('sniper-style', 'JJ'), ('shootings', 'NNS'), ('that', 'WDT'), ('have', 'VBP'), ('killed', 'VBN'), ('three', 'CD'), ('people', 'NNS'), ('outside', 'JJ'), ('area', 'NN'), ('convenience', 'NN'), ('stores', 'NNS')];[('authorities', 'NNS'), ('looked', 'VBD'), ('to', 'TO'), ('public', 'NN'), ('yesterday', 'NN'), ('help', 'NN'), ('solving', 'VBG'), ('deadly', 'JJ'), ('sniper-style', 'JJ'), ('shootings', 'NNS'), ('three', 'CD'), ('people', 'NNS'), ('charleston-area', 'JJ'), ('convenience', 'NN'), ('stores', 'NNS')];['authorities', 'appealed', 'to', 'public', 'friday', 'to', 'come', 'forward', 'and', 'provide', 'what', 'could', 'be', 'key', 'to', 'solving', 'sniper-style', 'shootings', 'that', 'have', 'killed', 'three', 'people', 'outside', 'area', 'convenience', 'stores'];['authorities', 'looked', 'to', 'public', 'yesterday', 'help', 'solving', 'deadly', 'sniper-style', 'shootings', 'three', 'people', 'charleston-area', 'convenience', 'stores'];authorities appealed to public friday to come forward and provide what could be key to solving sniper-style shootings that have killed three people outside area convenience stores;authorities looked to public yesterday help solving deadly sniper-style shootings three people charleston-area convenience stores;0.7845000055602733;0.7620082760275048;0.7833318528138719;0.4364357804719848;0.5714285714285714;0.38095238095238093
947;main-news;MSRpar;2012test;0408;4.400;['second', 'comes', 'hp', '(', '27', 'percent', 'with', '$', '29', 'billion', 'up', 'just', '04', 'percent', ')'];['hp', 'fell', 'to', 'second', 'place', 'with', 'server', 'sales', 'growing', '04', 'percent', 'to', '$', '29', 'billion'];[('second', 'JJ'), ('comes', 'VBZ'), ('hp', 'NN'), ('(', '('), ('27', 'CD'), ('percent', 'NN'), ('with', 'IN'), ('$', '$'), ('29', 'CD'), ('billion', 'CD'), ('up', 'RB'), ('just', 'RB'), ('04', 'CD'), ('percent', 'NN'), (')', ')')];[('hp', 'NN'), ('fell', 'VBD'), ('to', 'TO'), ('second', 'JJ'), ('place', 'NN'), ('with', 'IN'), ('server', 'JJ'), ('sales', 'NNS'), ('growing', 'VBG'), ('04', 'CD'), ('percent', 'NN'), ('to', 'TO'), ('$', '$'), ('29', 'CD'), ('billion', 'CD')];[('second', 'JJ'), ('comes', 'VBZ'), ('hp', 'NN'), ('(', '('), ('27', 'CD'), ('percent', 'NN'), ('$', '$'), ('29', 'CD'), ('billion', 'CD'), ('up', 'RB'), ('just', 'RB'), ('04', 'CD'), ('percent', 'NN'), (')', ')')];[('hp', 'NN'), ('fell', 'VBD'), ('to', 'TO'), ('second', 'JJ'), ('place', 'NN'), ('server', 'JJ'), ('sales', 'NNS'), ('growing', 'VBG'), ('04', 'CD'), ('percent', 'NN'), ('to', 'TO'), ('$', '$'), ('29', 'CD'), ('billion', 'CD')];['second', 'comes', 'hp', '(', '27', 'percent', '$', '29', 'billion', 'up', 'just', '04', 'percent', ')'];['hp', 'fell', 'to', 'second', 'place', 'server', 'sales', 'growing', '04', 'percent', 'to', '$', '29', 'billion'];second comes hp ( 27 percent $ 29 billion up just 04 percent );hp fell to second place server sales growing 04 percent to $ 29 billion;0.8053029781125085;0.7234500448916983;0.8185650142696144;0.7071067811865475;0.5714285714285714;0.5
948;main-news;MSRpar;2012test;0413;3.500;['us', 'forces', 'recently', 'apprehended', 'some', '40', 'suspected', 'foreign', 'militants', 'near', 'the', 'syrian', 'border', 'and', 'are', 'now', 'interrogating', 'them'];['the', 'third', 'armored', 'cavalry', 'regiment', 'recently', 'apprehended', 'about', '40', 'suspected', 'fighters', 'near', 'the', 'syrian', 'border', 'officials', 'said'];[('us', 'PRP'), ('forces', 'NNS'), ('recently', 'RB'), ('apprehended', 'VBD'), ('some', 'DT'), ('40', 'CD'), ('suspected', 'VBD'), ('foreign', 'JJ'), ('militants', 'NNS'), ('near', 'IN'), ('the', 'DT'), ('syrian', 'JJ'), ('border', 'NN'), ('and', 'CC'), ('are', 'VBP'), ('now', 'RB'), ('interrogating', 'VBG'), ('them', 'PRP')];[('the', 'DT'), ('third', 'JJ'), ('armored', 'JJ'), ('cavalry', 'NN'), ('regiment', 'NN'), ('recently', 'RB'), ('apprehended', 'VBD'), ('about', 'IN'), ('40', 'CD'), ('suspected', 'JJ'), ('fighters', 'NNS'), ('near', 'IN'), ('the', 'DT'), ('syrian', 'JJ'), ('border', 'NN'), ('officials', 'NNS'), ('said', 'VBD')];[('us', 'PRP'), ('forces', 'NNS'), ('recently', 'RB'), ('apprehended', 'VBD'), ('40', 'CD'), ('suspected', 'VBD'), ('foreign', 'JJ'), ('militants', 'NNS'), ('syrian', 'JJ'), ('border', 'NN'), ('and', 'CC'), ('are', 'VBP'), ('now', 'RB'), ('interrogating', 'VBG'), ('them', 'PRP')];[('third', 'JJ'), ('armored', 'JJ'), ('cavalry', 'NN'), ('regiment', 'NN'), ('recently', 'RB'), ('apprehended', 'VBD'), ('40', 'CD'), ('suspected', 'JJ'), ('fighters', 'NNS'), ('syrian', 'JJ'), ('border', 'NN'), ('officials', 'NNS'), ('said', 'VBD')];['us', 'forces', 'recently', 'apprehended', '40', 'suspected', 'foreign', 'militants', 'syrian', 'border', 'and', 'are', 'now', 'interrogating', 'them'];['third', 'armored', 'cavalry', 'regiment', 'recently', 'apprehended', '40', 'suspected', 'fighters', 'syrian', 'border', 'officials', 'said'];us forces recently apprehended 40 suspected foreign militants syrian border and are now interrogating them;third armored cavalry regiment recently apprehended 40 suspected fighters syrian border officials said;0.6763127363877962;0.32997177105273107;0.5059434385256131;0.25;0.42857142857142855;0.42857142857142855
949;main-news;MSRpar;2012test;0415;1.500;['that', 'compares', 'with', 'a', 'profit', 'of', '$', '1', 'million', 'or', 'breakeven', 'on', '$', '139', 'billion', 'in', 'revenue', 'during', 'the', 'same', 'period', 'last', 'year'];['total', 'revenue', 'for', 'the', 'second', 'quarter', 'was', '$', '148', 'billion', 'up', '7', '%', 'from', '$', '139', 'billion', 'in', 'the', 'same', 'period', 'last', 'year'];[('that', 'DT'), ('compares', 'VBZ'), ('with', 'IN'), ('a', 'DT'), ('profit', 'NN'), ('of', 'IN'), ('$', '$'), ('1', 'CD'), ('million', 'CD'), ('or', 'CC'), ('breakeven', 'VB'), ('on', 'IN'), ('$', '$'), ('139', 'CD'), ('billion', 'CD'), ('in', 'IN'), ('revenue', 'NN'), ('during', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('period', 'NN'), ('last', 'JJ'), ('year', 'NN')];[('total', 'JJ'), ('revenue', 'NN'), ('for', 'IN'), ('the', 'DT'), ('second', 'JJ'), ('quarter', 'NN'), ('was', 'VBD'), ('$', '$'), ('148', 'CD'), ('billion', 'CD'), ('up', 'RB'), ('7', 'CD'), ('%', 'NN'), ('from', 'IN'), ('$', '$'), ('139', 'CD'), ('billion', 'CD'), ('in', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('period', 'NN'), ('last', 'JJ'), ('year', 'NN')];[('compares', 'VBZ'), ('profit', 'NN'), ('$', '$'), ('1', 'CD'), ('million', 'CD'), ('or', 'CC'), ('breakeven', 'VB'), ('$', '$'), ('139', 'CD'), ('billion', 'CD'), ('revenue', 'NN'), ('same', 'JJ'), ('period', 'NN'), ('last', 'JJ'), ('year', 'NN')];[('total', 'JJ'), ('revenue', 'NN'), ('second', 'JJ'), ('quarter', 'NN'), ('was', 'VBD'), ('$', '$'), ('148', 'CD'), ('billion', 'CD'), ('up', 'RB'), ('7', 'CD'), ('%', 'NN'), ('$', '$'), ('139', 'CD'), ('billion', 'CD'), ('same', 'JJ'), ('period', 'NN'), ('last', 'JJ'), ('year', 'NN')];['compares', 'profit', '$', '1', 'million', 'or', 'breakeven', '$', '139', 'billion', 'revenue', 'same', 'period', 'last', 'year'];['total', 'revenue', 'second', 'quarter', 'was', '$', '148', 'billion', 'up', '7', '%', '$', '139', 'billion', 'same', 'period', 'last', 'year'];compares profit $ 1 million or breakeven $ 139 billion revenue same period last year;total revenue second quarter was $ 148 billion up 7 % $ 139 billion same period last year;0.8374852719135437;0.9436266680986237;0.8930592444989105;0.8660254037844387;0.5454545454545454;0.5454545454545454
950;main-news;MSRpar;2012test;0419;2.800;['bolivia', 'army', 'fought', 'to', 'stop', 'columns', 'of', 'protesters', 'from', 'streaming', 'into', 'the', 'food-starved', 'capital', 'on', 'wednesday', 'as', 'a', 'popular', 'uprising', 'against', 'the', 'president', 'spread'];['bolivia', 'army', 'fought', 'to', 'stop', 'a', 'column', 'of', 'dynamite-wielding', 'miners', 'from', 'streaming', 'into', 'the', 'besieged', 'capital', 'on', 'wednesday', 'leaving', 'two', 'dead', 'as', 'a', 'popular', 'uprising', 'against', 'the', 'president', 'spread'];[('bolivia', 'NN'), ('army', 'NN'), ('fought', 'NN'), ('to', 'TO'), ('stop', 'VB'), ('columns', 'NN'), ('of', 'IN'), ('protesters', 'NNS'), ('from', 'IN'), ('streaming', 'VBG'), ('into', 'IN'), ('the', 'DT'), ('food-starved', 'JJ'), ('capital', 'NN'), ('on', 'IN'), ('wednesday', 'NN'), ('as', 'IN'), ('a', 'DT'), ('popular', 'JJ'), ('uprising', 'NN'), ('against', 'IN'), ('the', 'DT'), ('president', 'NN'), ('spread', 'NN')];[('bolivia', 'NN'), ('army', 'NN'), ('fought', 'NN'), ('to', 'TO'), ('stop', 'VB'), ('a', 'DT'), ('column', 'NN'), ('of', 'IN'), ('dynamite-wielding', 'JJ'), ('miners', 'NNS'), ('from', 'IN'), ('streaming', 'VBG'), ('into', 'IN'), ('the', 'DT'), ('besieged', 'VBN'), ('capital', 'NN'), ('on', 'IN'), ('wednesday', 'JJ'), ('leaving', 'VBG'), ('two', 'CD'), ('dead', 'JJ'), ('as', 'IN'), ('a', 'DT'), ('popular', 'JJ'), ('uprising', 'NN'), ('against', 'IN'), ('the', 'DT'), ('president', 'NN'), ('spread', 'NN')];[('bolivia', 'NN'), ('army', 'NN'), ('fought', 'NN'), ('to', 'TO'), ('stop', 'VB'), ('columns', 'NN'), ('protesters', 'NNS'), ('streaming', 'VBG'), ('food-starved', 'JJ'), ('capital', 'NN'), ('wednesday', 'NN'), ('popular', 'JJ'), ('uprising', 'NN'), ('president', 'NN'), ('spread', 'NN')];[('bolivia', 'NN'), ('army', 'NN'), ('fought', 'NN'), ('to', 'TO'), ('stop', 'VB'), ('column', 'NN'), ('dynamite-wielding', 'JJ'), ('miners', 'NNS'), ('streaming', 'VBG'), ('besieged', 'VBN'), ('capital', 'NN'), ('wednesday', 'JJ'), ('leaving', 'VBG'), ('two', 'CD'), ('dead', 'JJ'), ('popular', 'JJ'), ('uprising', 'NN'), ('president', 'NN'), ('spread', 'NN')];['bolivia', 'army', 'fought', 'to', 'stop', 'columns', 'protesters', 'streaming', 'food-starved', 'capital', 'wednesday', 'popular', 'uprising', 'president', 'spread'];['bolivia', 'army', 'fought', 'to', 'stop', 'column', 'dynamite-wielding', 'miners', 'streaming', 'besieged', 'capital', 'wednesday', 'leaving', 'two', 'dead', 'popular', 'uprising', 'president', 'spread'];bolivia army fought to stop columns protesters streaming food-starved capital wednesday popular uprising president spread;bolivia army fought to stop column dynamite-wielding miners streaming besieged capital wednesday leaving two dead popular uprising president spread;0.8908366937961435;0.9253666006632109;0.9313692928750703;0.8749999999999999;0.7058823529411765;0.7058823529411765
951;main-news;MSRpar;2012test;0423;3.600;['the', 'a920', 'comes', 'with', 'a', 'printer', 'scanner', 'and', 'copier', 'for', '$', '89'];['dell', 'personal', 'all-in-one', 'a920', 'is', 'an', 'entry-level', 'device', 'that', 'combines', 'printer', 'scanner', 'and', 'copier', 'functions', 'for', '$', '89'];[('the', 'DT'), ('a920', 'NN'), ('comes', 'VBZ'), ('with', 'IN'), ('a', 'DT'), ('printer', 'NN'), ('scanner', 'NN'), ('and', 'CC'), ('copier', 'NN'), ('for', 'IN'), ('$', '$'), ('89', 'CD')];[('dell', 'JJ'), ('personal', 'JJ'), ('all-in-one', 'NN'), ('a920', 'NN'), ('is', 'VBZ'), ('an', 'DT'), ('entry-level', 'JJ'), ('device', 'NN'), ('that', 'IN'), ('combines', 'NNS'), ('printer', 'NN'), ('scanner', 'NN'), ('and', 'CC'), ('copier', 'NN'), ('functions', 'NNS'), ('for', 'IN'), ('$', '$'), ('89', 'CD')];[('a920', 'NN'), ('comes', 'VBZ'), ('printer', 'NN'), ('scanner', 'NN'), ('and', 'CC'), ('copier', 'NN'), ('$', '$'), ('89', 'CD')];[('dell', 'JJ'), ('personal', 'JJ'), ('all-in-one', 'NN'), ('a920', 'NN'), ('is', 'VBZ'), ('entry-level', 'JJ'), ('device', 'NN'), ('combines', 'NNS'), ('printer', 'NN'), ('scanner', 'NN'), ('and', 'CC'), ('copier', 'NN'), ('functions', 'NNS'), ('$', '$'), ('89', 'CD')];['a920', 'comes', 'printer', 'scanner', 'and', 'copier', '$', '89'];['dell', 'personal', 'all-in-one', 'a920', 'is', 'entry-level', 'device', 'combines', 'printer', 'scanner', 'and', 'copier', 'functions', '$', '89'];a920 comes printer scanner and copier $ 89;dell personal all-in-one a920 is entry-level device combines printer scanner and copier functions $ 89;0.8086418450603036;0.8817524038665508;0.8301400753999144;0.7559289460184544;0.6086956521739131;0.34782608695652173
952;main-news;MSRpar;2012test;0434;4.200;['but', 'in', 'the', 'first', '30', 'seconds', 'after', 'young', 'entered', 'the', 'ring', 'the', 'family', 'knew', 'it', 'was', 'an', 'uneven', 'match', 'meyers', 'said'];['but', 'in', 'the', 'first', '30', 'seconds', 'of', 'the', 'bout', 'family', 'members', 'knew', 'it', 'was', 'an', 'uneven', 'match', 'jodie', 'meyers', 'stacy', 'young', 'sister', 'said'];[('but', 'CC'), ('in', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('30', 'CD'), ('seconds', 'NNS'), ('after', 'IN'), ('young', 'JJ'), ('entered', 'VBD'), ('the', 'DT'), ('ring', 'VBG'), ('the', 'DT'), ('family', 'NN'), ('knew', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('an', 'DT'), ('uneven', 'JJ'), ('match', 'NN'), ('meyers', 'NNS'), ('said', 'VBD')];[('but', 'CC'), ('in', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('30', 'CD'), ('seconds', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('bout', 'NN'), ('family', 'NN'), ('members', 'NNS'), ('knew', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('an', 'DT'), ('uneven', 'JJ'), ('match', 'NN'), ('jodie', 'NN'), ('meyers', 'NNS'), ('stacy', 'VBP'), ('young', 'JJ'), ('sister', 'NN'), ('said', 'VBD')];[('but', 'CC'), ('first', 'JJ'), ('30', 'CD'), ('seconds', 'NNS'), ('young', 'JJ'), ('entered', 'VBD'), ('ring', 'VBG'), ('family', 'NN'), ('knew', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('uneven', 'JJ'), ('match', 'NN'), ('meyers', 'NNS'), ('said', 'VBD')];[('but', 'CC'), ('first', 'JJ'), ('30', 'CD'), ('seconds', 'NNS'), ('bout', 'NN'), ('family', 'NN'), ('members', 'NNS'), ('knew', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('uneven', 'JJ'), ('match', 'NN'), ('jodie', 'NN'), ('meyers', 'NNS'), ('stacy', 'VBP'), ('young', 'JJ'), ('sister', 'NN'), ('said', 'VBD')];['but', 'first', '30', 'seconds', 'young', 'entered', 'ring', 'family', 'knew', 'it', 'was', 'uneven', 'match', 'meyers', 'said'];['but', 'first', '30', 'seconds', 'bout', 'family', 'members', 'knew', 'it', 'was', 'uneven', 'match', 'jodie', 'meyers', 'stacy', 'young', 'sister', 'said'];but first 30 seconds young entered ring family knew it was uneven match meyers said;but first 30 seconds bout family members knew it was uneven match jodie meyers stacy young sister said;0.9282297490231601;0.8878184880677567;0.9524645639512297;0.6761234037828132;0.7878787878787878;0.7272727272727273
