;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
635;main-forums;answer-answer;2016;0080;2;['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'have', 'in', 'your', 'tank'];['i', 'think', 'it', 'depends', 'what', 'you', 'want'];[('it', 'PRP'), ('depends', 'VBZ'), ('on', 'IN'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('in', 'IN'), ('your', 'PRP$'), ('tank', 'NN')];[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('depends', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP')];[('it', 'PRP'), ('depends', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('your', 'PRP$'), ('tank', 'NN')];[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('depends', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP')];['it', 'depends', 'what', 'you', 'want', 'to', 'have', 'your', 'tank'];['i', 'think', 'it', 'depends', 'what', 'you', 'want'];it depends what you want to have your tank;i think it depends what you want;0.7767536928694895;1.0;0.9999999999999999;0.9999999999999999;0.625;0.375
636;main-forums;answer-answer;2016;0087;5;['you', 'can', 'do', 'it', 'too'];['yes', 'you', 'can', 'do', 'it'];[('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP'), ('too', 'RB')];[('yes', 'RB'), ('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP')];[('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP'), ('too', 'RB')];[('yes', 'RB'), ('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP')];['you', 'can', 'do', 'it', 'too'];['yes', 'you', 'can', 'do', 'it'];you can do it too;yes you can do it;0.768662442024088;0.18525423216341394;0.5395624376956037;0.49999999999999994;0.8;0.6
637;main-forums;answer-answer;2016;0092;1;['you', 'should', 'do', 'it'];['you', 'can', 'do', 'it', 'too'];[('you', 'PRP'), ('should', 'MD'), ('do', 'VB'), ('it', 'PRP')];[('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP'), ('too', 'RB')];[('you', 'PRP'), ('should', 'MD'), ('do', 'VB'), ('it', 'PRP')];[('you', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP'), ('too', 'RB')];['you', 'should', 'do', 'it'];['you', 'can', 'do', 'it', 'too'];you should do it;you can do it too;0.7833494518006403;0.3402929315834885;0.7071067811865475;0.7071067811865475;0.6666666666666666;0.4444444444444444
638;main-forums;answer-answer;2016;0102;4;['you', 'have', 'to', 'decide', 'what', 'you', 'want', 'to', 'get', 'out', 'of', 'this'];['you', 'have', 'to', 'know', 'what', 'you', 'want', 'to', 'do'];[('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('decide', 'VB'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('get', 'VB'), ('out', 'IN'), ('of', 'IN'), ('this', 'DT')];[('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('know', 'VB'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('do', 'VB')];[('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('decide', 'VB'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('get', 'VB')];[('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('know', 'VB'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('do', 'VB')];['you', 'have', 'to', 'decide', 'what', 'you', 'want', 'to', 'get'];['you', 'have', 'to', 'know', 'what', 'you', 'want', 'to', 'do'];you have to decide what you want to get;you have to know what you want to do;0.9056155479984117;;;;0.7777777777777778;0.3333333333333333
639;main-forums;answer-answer;2016;0107;4;['i', 'have', 'few', 'suggestions', 'for', 'you'];['i', 'have', 'two', 'suggestions', 'for', 'you'];[('i', 'NN'), ('have', 'VBP'), ('few', 'JJ'), ('suggestions', 'NNS'), ('for', 'IN'), ('you', 'PRP')];[('i', 'NNS'), ('have', 'VBP'), ('two', 'CD'), ('suggestions', 'NNS'), ('for', 'IN'), ('you', 'PRP')];[('i', 'NN'), ('have', 'VBP'), ('few', 'JJ'), ('suggestions', 'NNS'), ('you', 'PRP')];[('i', 'NNS'), ('have', 'VBP'), ('two', 'CD'), ('suggestions', 'NNS'), ('you', 'PRP')];['i', 'have', 'few', 'suggestions', 'you'];['i', 'have', 'two', 'suggestions', 'you'];i have few suggestions you;i have two suggestions you;0.8511589471217039;1.0;1.0;1.0;0.8;0.6
640;main-forums;answer-answer;2016;0110;1;['you', 'want', 'to', 'start', 'in', 'the', 'room', 'that', 'is', 'the', 'largest', 'to', 'make', 'sure', 'you', 'have', 'the', 'straightest', 'start'];['you', 'will', 'have', 'to', 'start', 'with', 'the', 'clinic', 'and', 'maybe', 'move', 'on', 'to', 'the', 'insurance', 'company'];[('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('start', 'VB'), ('in', 'IN'), ('the', 'DT'), ('room', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('to', 'TO'), ('make', 'VB'), ('sure', 'JJ'), ('you', 'PRP'), ('have', 'VBP'), ('the', 'DT'), ('straightest', 'JJS'), ('start', 'NN')];[('you', 'PRP'), ('will', 'MD'), ('have', 'VB'), ('to', 'TO'), ('start', 'VB'), ('with', 'IN'), ('the', 'DT'), ('clinic', 'NN'), ('and', 'CC'), ('maybe', 'RB'), ('move', 'VB'), ('on', 'IN'), ('to', 'TO'), ('the', 'DT'), ('insurance', 'NN'), ('company', 'NN')];[('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('start', 'VB'), ('room', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('largest', 'JJS'), ('to', 'TO'), ('make', 'VB'), ('sure', 'JJ'), ('you', 'PRP'), ('have', 'VBP'), ('straightest', 'JJS'), ('start', 'NN')];[('you', 'PRP'), ('will', 'MD'), ('have', 'VB'), ('to', 'TO'), ('start', 'VB'), ('clinic', 'NN'), ('and', 'CC'), ('maybe', 'RB'), ('move', 'VB'), ('to', 'TO'), ('insurance', 'NN'), ('company', 'NN')];['you', 'want', 'to', 'start', 'room', 'that', 'is', 'largest', 'to', 'make', 'sure', 'you', 'have', 'straightest', 'start'];['you', 'will', 'have', 'to', 'start', 'clinic', 'and', 'maybe', 'move', 'to', 'insurance', 'company'];you want to start room that is largest to make sure you have straightest start;you will have to start clinic and maybe move to insurance company;0.5722836755026242;0.0;0.0;0.0;0.5185185185185185;0.2962962962962963
641;main-forums;answer-answer;2016;0116;1;['if', 'you', 'do', 'not', 'want', 'to', 'derail', 'the', 'meeting', 'but', 'the', 'key', 'is', 'to', 'speak', 'up'];['the', 'key', 'thing', 'you', 'need', 'to', 'do', 'in', 'this', 'meeting', 'is', 'listen'];[('if', 'IN'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('to', 'TO'), ('derail', 'VB'), ('the', 'DT'), ('meeting', 'NN'), ('but', 'CC'), ('the', 'DT'), ('key', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('speak', 'VB'), ('up', 'RP')];[('the', 'DT'), ('key', 'JJ'), ('thing', 'NN'), ('you', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('in', 'IN'), ('this', 'DT'), ('meeting', 'NN'), ('is', 'VBZ'), ('listen', 'VBN')];[('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('to', 'TO'), ('derail', 'VB'), ('meeting', 'NN'), ('but', 'CC'), ('key', 'NN'), ('is', 'VBZ'), ('to', 'TO'), ('speak', 'VB'), ('up', 'RP')];[('key', 'JJ'), ('thing', 'NN'), ('you', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('meeting', 'NN'), ('is', 'VBZ'), ('listen', 'VBN')];['you', 'do', 'not', 'want', 'to', 'derail', 'meeting', 'but', 'key', 'is', 'to', 'speak', 'up'];['key', 'thing', 'you', 'need', 'to', 'do', 'meeting', 'is', 'listen'];you do not want to derail meeting but key is to speak up;key thing you need to do meeting is listen;0.7753736908685159;0.4542403511520831;0.48921506544386417;0.25819888974716115;0.6363636363636364;0.45454545454545453
642;main-forums;answer-answer;2016;0120;1;['unfortunately', 'the', 'answer', 'to', 'your', 'question', 'is', 'we', 'simply', 'do', 'not', 'know'];['my', 'answer', 'to', 'your', 'question', 'is', 'probably', 'not'];[('unfortunately', 'RB'), ('the', 'DT'), ('answer', 'NN'), ('to', 'TO'), ('your', 'PRP$'), ('question', 'NN'), ('is', 'VBZ'), ('we', 'PRP'), ('simply', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')];[('my', 'PRP$'), ('answer', 'NN'), ('to', 'TO'), ('your', 'PRP$'), ('question', 'NN'), ('is', 'VBZ'), ('probably', 'RB'), ('not', 'RB')];[('unfortunately', 'RB'), ('answer', 'NN'), ('to', 'TO'), ('your', 'PRP$'), ('question', 'NN'), ('is', 'VBZ'), ('we', 'PRP'), ('simply', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')];[('my', 'PRP$'), ('answer', 'NN'), ('to', 'TO'), ('your', 'PRP$'), ('question', 'NN'), ('is', 'VBZ'), ('probably', 'RB'), ('not', 'RB')];['unfortunately', 'answer', 'to', 'your', 'question', 'is', 'we', 'simply', 'do', 'not', 'know'];['my', 'answer', 'to', 'your', 'question', 'is', 'probably', 'not'];unfortunately answer to your question is we simply do not know;my answer to your question is probably not;0.7627700713964739;0.3649438010772249;0.5773502691896258;0.5773502691896258;0.631578947368421;0.5263157894736842
643;main-forums;answer-answer;2016;0121;4;['as', 'soon', 'as', 'possible'];['start', 'them', 'as', 'early', 'as', 'possible'];[('as', 'RB'), ('soon', 'RB'), ('as', 'IN'), ('possible', 'JJ')];[('start', 'VB'), ('them', 'PRP'), ('as', 'RB'), ('early', 'RB'), ('as', 'IN'), ('possible', 'JJ')];[('as', 'RB'), ('soon', 'RB'), ('possible', 'JJ')];[('start', 'VB'), ('them', 'PRP'), ('as', 'RB'), ('early', 'RB'), ('possible', 'JJ')];['as', 'soon', 'possible'];['start', 'them', 'as', 'early', 'possible'];as soon possible;start them as early possible;0.6614378277661477;;;;0.5;0.5
644;main-forums;answer-answer;2016;0132;1;['you', 'just', 'have', 'to', 'base', 'your', 'answer', 'on', 'what', 'you', 'do', 'know', 'which', 'is', 'what', 'you', 'want'];['it', 'depends', 'on', 'what', 'you', 'want', 'to', 'do', 'next', 'and', 'where', 'you', 'want', 'to', 'do', 'it'];[('you', 'PRP'), ('just', 'RB'), ('have', 'VBP'), ('to', 'TO'), ('base', 'VB'), ('your', 'PRP$'), ('answer', 'NN'), ('on', 'IN'), ('what', 'WP'), ('you', 'PRP'), ('do', 'VBP'), ('know', 'VB'), ('which', 'WDT'), ('is', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP')];[('it', 'PRP'), ('depends', 'VBZ'), ('on', 'IN'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('next', 'RB'), ('and', 'CC'), ('where', 'WRB'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP')];[('you', 'PRP'), ('just', 'RB'), ('have', 'VBP'), ('to', 'TO'), ('base', 'VB'), ('your', 'PRP$'), ('answer', 'NN'), ('what', 'WP'), ('you', 'PRP'), ('do', 'VBP'), ('know', 'VB'), ('which', 'WDT'), ('is', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP')];[('it', 'PRP'), ('depends', 'VBZ'), ('what', 'WP'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('next', 'RB'), ('and', 'CC'), ('where', 'WRB'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP')];['you', 'just', 'have', 'to', 'base', 'your', 'answer', 'what', 'you', 'do', 'know', 'which', 'is', 'what', 'you', 'want'];['it', 'depends', 'what', 'you', 'want', 'to', 'do', 'next', 'and', 'where', 'you', 'want', 'to', 'do', 'it'];you just have to base your answer what you do know which is what you want;it depends what you want to do next and where you want to do it;0.691603575441074;0.8142820408881202;0.7545221514929094;0.0;0.5161290322580645;0.3870967741935484
