;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;vectorial_components;vector1_liu_path;vector2_liu_path;vector1_liu_res;vector2_liu_res;vector1_liu_lin;vector2_liu_lin;vector1_liu_jcn;vector2_liu_jcn;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
10;main-captions;MSRvid;2012test;0096;1.714;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'trumpet'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('trumpet', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('trumpet', 'NN')];['man', 'is', 'playing', 'guitar'];['man', 'is', 'playing', 'trumpet'];man is playing guitar;man is playing trumpet;['guitar', 'is', 'man', 'playing', 'trumpet'];[1.0, 1.0, 1.0, 1.0, 0.5];[0.16666666666666666, 1.0, 1.0, 1.0, 1.0];[4.250015696025918, 3.8039318858204374, 0, 0, 0];[0, 3.8039318858204374, 0, 0, 0];[1.0, 1.0, 0, 0, 0];[0, 1.0, 0, 0, 0];[1.0, 1.0, 0.0, 0.0, 0.0];[0.0, 1.0, 0.0, 0.0, 0.0];0.8862254439618371;0.6669200962984511;0.7071067811865475;0.7071067811865475;0.75;0.75
11;main-captions;MSRvid;2012test;0100;5.000;['a', 'man', 'is', 'cutting', 'an', 'onion'];['a', 'man', 'cuts', 'an', 'onion'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('man', 'NN'), ('cuts', 'VBZ'), ('an', 'DT'), ('onion', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('onion', 'NN')];[('man', 'NN'), ('cuts', 'VBZ'), ('onion', 'NN')];['man', 'is', 'cutting', 'onion'];['man', 'cuts', 'onion'];man is cutting onion;man cuts onion;['cuts', 'cutting', 'is', 'man', 'onion'];[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 0.5, 1.0, 1.0];[0, 0, 3.8039318858204374, 0, 6.232830402016683];[0, 0, 0, 0, 6.232830402016683];[0, 0, 1.0, 0, 1.0];[0, 0, 0, 0, 1.0];[0.0, 0.0, 1.0, 0.0, 1.0];[0.0, 0.0, 0.0, 0.0, 1.0];0.9761870601839527;0.8535875829531977;0.7071067811865475;0.7071067811865475;0.5714285714285714;0.8571428571428571
12;main-captions;MSRvid;2012test;0103;0.600;['a', 'man', 'is', 'cycling'];['a', 'man', 'is', 'talking'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cycling', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('talking', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('cycling', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('talking', 'VBG')];['man', 'is', 'cycling'];['man', 'is', 'talking'];man is cycling;man is talking;['cycling', 'is', 'man', 'talking'];[1.0, 1.0, 1.0, 0.16666666666666666];[0.25, 1.0, 1.0, 1.0];[0, 3.8039318858204374, 0, 0];[0, 3.8039318858204374, 0, 0];[0, 1.0, 0, 0];[0, 1.0, 0, 0];[0.0, 1.0, 0.0, 0.0];[0.0, 1.0, 0.0, 0.0];0.7936274934689539;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666
13;main-captions;MSRvid;2012test;0107;4.400;['a', 'man', 'is', 'slicing', 'open', 'a', 'fish'];['a', 'man', 'is', 'cutting', 'up', 'a', 'fish'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('open', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('up', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('open', 'RP'), ('fish', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('up', 'RP'), ('fish', 'NN')];['man', 'is', 'slicing', 'open', 'fish'];['man', 'is', 'cutting', 'up', 'fish'];man is slicing open fish;man is cutting up fish;['cutting', 'fish', 'is', 'man', 'open', 'slicing', 'up'];[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2];[1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.5, 1.0];[0, 0, 3.8039318858204374, 0, 0, 0, 0];[0, 0, 3.8039318858204374, 0, 0, 0, 0];[0, 0, 1.0, 0, 0, 0, 0];[0, 0, 1.0, 0, 0, 0, 0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];0.8512603661028042;1.0;1.0;1.0;0.6;0.6
14;main-captions;MSRvid;2012test;0124;2.000;['a', 'man', 'is', 'slicing', 'a', 'tomato'];['a', 'man', 'is', 'slicing', 'a', 'bun'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('tomato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('bun', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('tomato', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('bun', 'NN')];['man', 'is', 'slicing', 'tomato'];['man', 'is', 'slicing', 'bun'];man is slicing tomato;man is slicing bun;['bun', 'is', 'man', 'slicing', 'tomato'];[0.125, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0, 1.0, 0.14285714285714285];[3.6696444539349984, 3.8039318858204374, 0, 0, 7.162366360640858];[8.01981659249208, 3.8039318858204374, 0, 0, 3.6696444539349984];[0.48341460055686447, 1.0, 0, 0, 1.0];[1.0, 1.0, 0, 0, 0.48341460055686447];[0.0, 1.0, 0.0, 0.0, 1.0];[1.0, 1.0, 0.0, 0.0, 0.0];0.8133012035500651;0.8208814683457961;0.8805292974304573;0.49999999999999994;0.75;0.75
15;main-captions;MSRvid;2012test;0127;1.800;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'keyboard'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('keyboard', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('keyboard', 'NN')];['man', 'is', 'playing', 'guitar'];['man', 'is', 'playing', 'keyboard'];man is playing guitar;man is playing keyboard;['guitar', 'is', 'keyboard', 'man', 'playing'];[1.0, 1.0, 0.2, 1.0, 1.0];[0.2, 1.0, 1.0, 1.0, 1.0];[4.250015696025918, 3.8039318858204374, 2.8868900920520297, 0, 0];[2.8868900920520297, 3.8039318858204374, 6.692362731395122, 0, 0];[1.0, 1.0, 0.5276531260914228, 0, 0];[0.5276531260914228, 1.0, 1.0, 0, 0];[1.0, 1.0, 0.0, 0.0, 0.0];[0.0, 1.0, 1.0, 0.0, 0.0];0.8415841584158418;0.8763675233937992;0.9020760954429069;0.49999999999999994;0.75;0.75
16;main-captions;MSRvid;2012test;0128;4.400;['a', 'baby', 'panda', 'goes', 'down', 'a', 'slide'];['a', 'panda', 'slides', 'down', 'a', 'slide'];[('a', 'DT'), ('baby', 'NN'), ('panda', 'NN'), ('goes', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('a', 'DT'), ('panda', 'NN'), ('slides', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('baby', 'NN'), ('panda', 'NN'), ('goes', 'VBZ'), ('down', 'RP'), ('slide', 'NN')];[('panda', 'NN'), ('slides', 'VBZ'), ('down', 'RP'), ('slide', 'NN')];['baby', 'panda', 'goes', 'down', 'slide'];['panda', 'slides', 'down', 'slide'];baby panda goes down slide;panda slides down slide;['baby', 'down', 'goes', 'panda', 'slide', 'slides'];[1.0, 1.0, 1.0, 1.0, 1.0, 1.0];[0.16666666666666666, 1.0, 0.5, 1.0, 1.0, 1.0];[0, 0, 0, 6.980044803846904, 0, 0];[0, 0, 0, 6.980044803846904, 0, 0];[0, 0, 0, 1.0, 0, 0];[0, 0, 0, 1.0, 0, 0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.9211323729436768;1.0;1.0;1.0;0.6666666666666666;0.8888888888888888
17;main-captions;MSRvid;2012test;0134;3.600;['a', 'man', 'is', 'singing', 'and', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'guitar'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('singing', 'VBG'), ('and', 'CC'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('singing', 'VBG'), ('and', 'CC'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('guitar', 'NN')];['man', 'is', 'singing', 'and', 'playing', 'guitar'];['man', 'is', 'playing', 'guitar'];man is singing and playing guitar;man is playing guitar;['and', 'guitar', 'is', 'man', 'playing', 'singing'];[0, 1.0, 1.0, 1.0, 1.0, 1.0];[0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333];[0, 4.250015696025918, 3.8039318858204374, 0, 0, 0];[0, 4.250015696025918, 3.8039318858204374, 0, 0, 0];[0, 1.0, 1.0, 0, 0, 0];[0, 1.0, 1.0, 0, 0, 0];[0.0, 1.0, 1.0, 0.0, 0.0, 0.0];[0.0, 1.0, 1.0, 0.0, 0.0, 0.0];0.9557790087219501;0.9999999999999999;0.9999999999999999;0.9999999999999999;0.8;0.8
18;main-captions;MSRvid;2012test;0137;3.600;['a', 'man', 'attacks', 'a', 'woman'];['a', 'man', 'slaps', 'a', 'woman'];[('a', 'DT'), ('man', 'NN'), ('attacks', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('a', 'DT'), ('man', 'NN'), ('slaps', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('man', 'NN'), ('attacks', 'VBZ'), ('woman', 'NN')];[('man', 'NN'), ('slaps', 'VBZ'), ('woman', 'NN')];['man', 'attacks', 'woman'];['man', 'slaps', 'woman'];man attacks woman;man slaps woman;['attacks', 'man', 'slaps', 'woman'];[1.0, 1.0, 0.2, 1.0];[0.25, 1.0, 1.0, 1.0];[0, 0, 0, 4.113093320158837];[0, 0, 0, 4.113093320158837];[0, 0, 0, 1.0];[0, 0, 0, 1.0];[0.0, 0.0, 0.0, 1.0];[0.0, 0.0, 0.0, 1.0];0.8029550685469663;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666
19;main-captions;MSRvid;2012test;0139;1.200;['a', 'man', 'is', 'driving', 'a', 'car'];['a', 'man', 'is', 'riding', 'a', 'horse'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('driving', 'VBG'), ('a', 'DT'), ('car', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('a', 'DT'), ('horse', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('driving', 'VBG'), ('car', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('horse', 'NN')];['man', 'is', 'driving', 'car'];['man', 'is', 'riding', 'horse'];man is driving car;man is riding horse;['car', 'driving', 'horse', 'is', 'man', 'riding'];[1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0];[0.14285714285714285, 1.0, 1.0, 1.0, 1.0, 1.0];[6.797723247052949, 0, 0, 3.8039318858204374, 0, 0];[0, 0, 0, 3.8039318858204374, 0, 0];[1.0, 0, 0, 1.0, 0, 0];[0, 0, 0, 1.0, 0, 0];[1.0, 0.0, 0.0, 1.0, 0.0, 0.0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.8836522430649608;0.4883303784812574;0.7071067811865475;0.7071067811865475;0.5;0.75
