;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;vector1;vector2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
10;main-captions;MSRvid;2012test;0096;1.714;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'trumpet'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('trumpet', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('trumpet', 'NN')];['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'trumpet'];a man is playing a guitar;a man is playing a trumpet;[0, 0, 0, 4.1719655987060005, 3.7054287339455856, 5.537463464411557];[0, 0, 0, 4.1719655987060005, 3.7054287339455856, 0.5619555601560289];0.908320450345391;0.7768129434609073;0.8629544692328591;0.816496580927726;0.8333333333333334;1.1666666666666667
11;main-captions;MSRvid;2012test;0100;5.000;['a', 'man', 'is', 'cutting', 'an', 'onion'];['a', 'man', 'cuts', 'an', 'onion'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('man', 'NN'), ('cuts', 'VBZ'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('man', 'NN'), ('cuts', 'VBZ'), ('an', 'DT'), ('onion', 'NN')];['a', 'man', 'is', 'cutting', 'an', 'onion'];['a', 'man', 'cuts', 'an', 'onion'];a man is cutting an onion;a man cuts an onion;[0, 0, 4.1719655987060005, 7.520278170402322, 3.7054287339455856, 4.947264253104055, 0];[0, 0, 0, 7.520278170402322, 3.7054287339455856, 4.947264253104055, 0];0.9827076298239907;0.9191435528411007;0.8660254037844387;0.8660254037844387;0.7272727272727273;0.9090909090909091
12;main-captions;MSRvid;2012test;0103;0.600;['a', 'man', 'is', 'cycling'];['a', 'man', 'is', 'talking'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cycling', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('talking', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cycling', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('talking', 'VBG')];['a', 'man', 'is', 'cycling'];['a', 'man', 'is', 'talking'];a man is cycling;a man is talking;[0, 4.1719655987060005, 0, 0, 3.7054287339455856];[0, 4.1719655987060005, 0, 0, 3.7054287339455856];0.8446429723043518;1.0;0.9999999999999999;0.9999999999999999;0.75;0.75
13;main-captions;MSRvid;2012test;0107;4.400;['a', 'man', 'is', 'slicing', 'open', 'a', 'fish'];['a', 'man', 'is', 'cutting', 'up', 'a', 'fish'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('open', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('up', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('open', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('up', 'RP'), ('a', 'DT'), ('fish', 'NN')];['a', 'man', 'is', 'slicing', 'open', 'a', 'fish'];['a', 'man', 'is', 'cutting', 'up', 'a', 'fish'];a man is slicing open a fish;a man is cutting up a fish;[0, 0, 4.1719655987060005, 0, 3.7054287339455856, 0, 0, 0];[0, 0, 4.1719655987060005, 0, 3.7054287339455856, 0, 0, 0];0.8747722946205262;1.0;0.9999999999999999;0.9999999999999999;0.7142857142857143;1.0
14;main-captions;MSRvid;2012test;0124;2.000;['a', 'man', 'is', 'slicing', 'a', 'tomato'];['a', 'man', 'is', 'slicing', 'a', 'bun'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('tomato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('bun', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('tomato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('bun', 'NN')];['a', 'man', 'is', 'slicing', 'a', 'tomato'];['a', 'man', 'is', 'slicing', 'a', 'bun'];a man is slicing a tomato;a man is slicing a bun;[0, 4.1719655987060005, 3.7054287339455856, 0, 4.829925923915884, 8.449814129026498];[0, 4.1719655987060005, 3.7054287339455856, 0, 9.251694509722908, 4.829925923915884];0.8505068801871628;0.878450184543836;0.9374184115807266;0.6666666666666667;0.8333333333333334;1.1666666666666667
15;main-captions;MSRvid;2012test;0127;1.800;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'keyboard'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('keyboard', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('keyboard', 'NN')];['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'keyboard'];a man is playing a guitar;a man is playing a keyboard;[0, 0, 4.1719655987060005, 3.7054287339455856, 5.537463464411557, 3.7602269663713446];[0, 0, 4.1719655987060005, 3.7054287339455856, 3.7602269663713446, 7.979810499780761];0.873015873015873;0.9010982871237707;0.9405301545402177;0.6666666666666667;0.8333333333333334;1.1666666666666667
16;main-captions;MSRvid;2012test;0128;4.400;['a', 'baby', 'panda', 'goes', 'down', 'a', 'slide'];['a', 'panda', 'slides', 'down', 'a', 'slide'];[('a', 'DT'), ('baby', 'NN'), ('panda', 'NN'), ('goes', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('a', 'DT'), ('panda', 'NN'), ('slides', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('a', 'DT'), ('baby', 'NN'), ('panda', 'NN'), ('goes', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('a', 'DT'), ('panda', 'NN'), ('slides', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];['a', 'baby', 'panda', 'goes', 'down', 'a', 'slide'];['a', 'panda', 'slides', 'down', 'a', 'slide'];a baby panda goes down a slide;a panda slides down a slide;[0, 7.979810499780761, 0, 0, 0, 3.7054287339455856, 0];[0, 7.979810499780761, 0, 0, 0, 3.7054287339455856, 0];0.932294445082039;1.0;0.9999999999999999;0.9999999999999999;0.7692307692307693;1.2307692307692308
17;main-captions;MSRvid;2012test;0134;3.600;['a', 'man', 'is', 'singing', 'and', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'guitar'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('singing', 'VBG'), ('and', 'CC'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('singing', 'VBG'), ('and', 'CC'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];['a', 'man', 'is', 'singing', 'and', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'guitar'];a man is singing and playing a guitar;a man is playing a guitar;[0, 0, 4.1719655987060005, 3.7054287339455856, 5.537463464411557, 0, 0];[0, 0, 4.1719655987060005, 3.7054287339455856, 5.537463464411557, 0, 0];0.9630868246861537;0.9999999999999999;1.0000000000000002;1.0000000000000002;0.8571428571428571;1.1428571428571428
18;main-captions;MSRvid;2012test;0137;3.600;['a', 'man', 'attacks', 'a', 'woman'];['a', 'man', 'slaps', 'a', 'woman'];[('a', 'DT'), ('man', 'NN'), ('attacks', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('a', 'DT'), ('man', 'NN'), ('slaps', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('a', 'DT'), ('man', 'NN'), ('attacks', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('a', 'DT'), ('man', 'NN'), ('slaps', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];['a', 'man', 'attacks', 'a', 'woman'];['a', 'man', 'slaps', 'a', 'woman'];a man attacks a woman;a man slaps a woman;[0, 0, 3.7054287339455856, 5.318677218466303, 0];[0, 0, 3.7054287339455856, 5.318677218466303, 0];0.8515922991792054;1.0;0.9999999999999999;0.9999999999999999;0.8;1.2
19;main-captions;MSRvid;2012test;0139;1.200;['a', 'man', 'is', 'driving', 'a', 'car'];['a', 'man', 'is', 'riding', 'a', 'horse'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('driving', 'VBG'), ('a', 'DT'), ('car', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('a', 'DT'), ('horse', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('driving', 'VBG'), ('a', 'DT'), ('car', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('a', 'DT'), ('horse', 'NN')];['a', 'man', 'is', 'driving', 'a', 'car'];['a', 'man', 'is', 'riding', 'a', 'horse'];a man is driving a car;a man is riding a horse;[0, 4.1719655987060005, 7.797488942986807, 0, 3.7054287339455856, 0, 0];[0, 4.1719655987060005, 0.5619555601560289, 0, 3.7054287339455856, 0, 0];0.9028289727756884;0.660507278205171;0.8572344764452782;0.816496580927726;0.6666666666666666;1.1666666666666667
20;main-captions;MSRvid;2012test;0146;2.400;['a', 'woman', 'is', 'cutting', 'tofu'];['a', 'woman', 'is', 'cutting', 'an', 'onion'];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('tofu', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('tofu', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];['a', 'woman', 'is', 'cutting', 'tofu'];['a', 'woman', 'is', 'cutting', 'an', 'onion'];a woman is cutting tofu;a woman is cutting an onion;[4.1719655987060005, 1.830711410118501, 3.7054287339455856, 5.318677218466303, 7.420194711845339, 3.185406706921144, 0];[4.1719655987060005, 7.520278170402322, 3.7054287339455856, 5.318677218466303, 3.437492858353808, 4.947264253104055, 0];0.8119293260829681;0.819902449114911;0.9357499061668005;0.6708203932499369;0.7272727272727273;0.7272727272727273
21;main-captions;MSRvid;2012test;0150;0.200;['the', 'woman', 'is', 'styling', 'her', 'hair'];['the', 'woman', 'is', 'slicing', 'herbs'];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('styling', 'VBG'), ('her', 'PRP$'), ('hair', 'NN')];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('herbs', 'NNS')];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('styling', 'VBG'), ('her', 'PRP$'), ('hair', 'NN')];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('herbs', 'NNS')];['the', 'woman', 'is', 'styling', 'her', 'hair'];['the', 'woman', 'is', 'slicing', 'herbs'];the woman is styling her hair;the woman is slicing herbs;[4.1719655987060005, 1.660997766841585, 9.078422788448872, 0, 5.318677218466303, 8.88409463771456, 0, 0];[4.1719655987060005, 8.960639752792488, 1.210087885411401, 0, 5.318677218466303, 2.862114209299214, 0, 0];0.6575498973820477;0.574949365422078;0.8093264089828355;0.5773502691896258;0.5454545454545454;0.36363636363636365
22;main-captions;MSRvid;2012test;0156;4.200;['two', 'zebras', 'play', 'in', 'an', 'open', 'field'];['two', 'zebras', 'are', 'playing', 'in', 'a', 'field'];[('two', 'CD'), ('zebras', 'NNS'), ('play', 'VBP'), ('in', 'IN'), ('an', 'DT'), ('open', 'JJ'), ('field', 'NN')];[('two', 'CD'), ('zebras', 'NNS'), ('are', 'VBP'), ('playing', 'VBG'), ('in', 'IN'), ('a', 'DT'), ('field', 'NN')];[('two', 'CD'), ('zebras', 'NNS'), ('play', 'VBP'), ('in', 'IN'), ('an', 'DT'), ('open', 'JJ'), ('field', 'NN')];[('two', 'CD'), ('zebras', 'NNS'), ('are', 'VBP'), ('playing', 'VBG'), ('in', 'IN'), ('a', 'DT'), ('field', 'NN')];['two', 'zebras', 'play', 'in', 'an', 'open', 'field'];['two', 'zebras', 'are', 'playing', 'in', 'a', 'field'];two zebras play in an open field;two zebras are playing in a field;[0, 0, 0, 0, 4.947264253104055, 0, 3.185406706921144, 0, 0, 8.672957680340707];[0, 0, 0, 0, 3.185406706921144, 0, 3.7054287339455856, 0, 0, 8.672957680340707];0.8624632480878185;0.9851527095152112;0.9726417342577918;0.49999999999999994;0.5714285714285714;0.7142857142857143
23;main-captions;MSRvid;2012test;0162;4.400;['a', 'man', 'is', 'cutting', 'a', 'potato'];['a', 'man', 'is', 'slicing', 'some', 'potato'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('a', 'DT'), ('potato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('some', 'DT'), ('potato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('a', 'DT'), ('potato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('some', 'DT'), ('potato', 'NN')];['a', 'man', 'is', 'cutting', 'a', 'potato'];['a', 'man', 'is', 'slicing', 'some', 'potato'];a man is cutting a potato;a man is slicing some potato;[0, 0, 4.1719655987060005, 3.7054287339455856, 0, 7.063519767906606, 0];[0, 0, 4.1719655987060005, 3.7054287339455856, 0, 7.063519767906606, 0];0.8728715609439697;1.0;1.0000000000000002;1.0000000000000002;0.8333333333333334;0.8333333333333334
