;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;vector1;vector2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
10;main-captions;MSRvid;2012test;0096;1.714;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'trumpet'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('trumpet', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('trumpet', 'NN')];['man', 'is', 'playing', 'guitar'];['man', 'is', 'playing', 'trumpet'];man is playing guitar;man is playing trumpet;[0, 0, 0, 4.169432297621895, 5.277897740893206];[0, 0, 0, 4.169432297621895, 0];0.886225443961837;0.6198888874690158;0.7071067811865475;0.7071067811865475;0.75;0.75
11;main-captions;MSRvid;2012test;0100;5.000;['a', 'man', 'is', 'cutting', 'an', 'onion'];['a', 'man', 'cuts', 'an', 'onion'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('man', 'NN'), ('cuts', 'VBZ'), ('an', 'DT'), ('onion', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('onion', 'NN')];[('man', 'NN'), ('cuts', 'VBZ'), ('onion', 'NN')];['man', 'is', 'cutting', 'onion'];['man', 'cuts', 'onion'];man is cutting onion;man cuts onion;[0, 0, 4.169432297621895, 7.26071244688397, 0];[0, 0, 0, 7.26071244688397, 0];0.9761870601839527;0.8671888584666926;0.7071067811865475;0.7071067811865475;0.5714285714285714;0.8571428571428571
12;main-captions;MSRvid;2012test;0103;0.600;['a', 'man', 'is', 'cycling'];['a', 'man', 'is', 'talking'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cycling', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('talking', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('cycling', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('talking', 'VBG')];['man', 'is', 'cycling'];['man', 'is', 'talking'];man is cycling;man is talking;[0, 0, 4.169432297621895, 0];[0, 0, 4.169432297621895, 0];0.7936274934689542;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666
13;main-captions;MSRvid;2012test;0107;4.400;['a', 'man', 'is', 'slicing', 'open', 'a', 'fish'];['a', 'man', 'is', 'cutting', 'up', 'a', 'fish'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('open', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('up', 'RP'), ('a', 'DT'), ('fish', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('open', 'RP'), ('fish', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('up', 'RP'), ('fish', 'NN')];['man', 'is', 'slicing', 'open', 'fish'];['man', 'is', 'cutting', 'up', 'fish'];man is slicing open fish;man is cutting up fish;[0, 0, 4.169432297621895, 0, 0, 0, 0];[0, 0, 4.169432297621895, 0, 0, 0, 0];0.851260366102804;1.0;1.0;1.0;0.6;0.6
14;main-captions;MSRvid;2012test;0124;2.000;['a', 'man', 'is', 'slicing', 'a', 'tomato'];['a', 'man', 'is', 'slicing', 'a', 'bun'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('tomato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('bun', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('tomato', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('bun', 'NN')];['man', 'is', 'slicing', 'tomato'];['man', 'is', 'slicing', 'bun'];man is slicing tomato;man is slicing bun;[0, 4.169432297621895, 0, 4.570360200397531, 8.190248405508145];[0, 4.169432297621895, 0, 8.992128786204557, 4.570360200397531];0.8133012035500651;0.8561439394160987;0.9040560315348249;0.49999999999999994;0.75;0.75
15;main-captions;MSRvid;2012test;0127;1.800;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'keyboard'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('keyboard', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('keyboard', 'NN')];['man', 'is', 'playing', 'guitar'];['man', 'is', 'playing', 'keyboard'];man is playing guitar;man is playing keyboard;[0, 0, 4.169432297621895, 5.277897740893206, 3.5006612428529933];[0, 0, 4.169432297621895, 3.5006612428529933, 7.72024477626241];0.8415841584158418;0.8779273418596862;0.9070565731797928;0.49999999999999994;0.75;0.75
16;main-captions;MSRvid;2012test;0128;4.400;['a', 'baby', 'panda', 'goes', 'down', 'a', 'slide'];['a', 'panda', 'slides', 'down', 'a', 'slide'];[('a', 'DT'), ('baby', 'NN'), ('panda', 'NN'), ('goes', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('a', 'DT'), ('panda', 'NN'), ('slides', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('slide', 'NN')];[('baby', 'NN'), ('panda', 'NN'), ('goes', 'VBZ'), ('down', 'RP'), ('slide', 'NN')];[('panda', 'NN'), ('slides', 'VBZ'), ('down', 'RP'), ('slide', 'NN')];['baby', 'panda', 'goes', 'down', 'slide'];['panda', 'slides', 'down', 'slide'];baby panda goes down slide;panda slides down slide;[0, 7.72024477626241, 0, 0, 0, 0];[0, 7.72024477626241, 0, 0, 0, 0];0.9211323729436767;1.0;1.0;1.0;0.6666666666666666;0.8888888888888888
17;main-captions;MSRvid;2012test;0134;3.600;['a', 'man', 'is', 'singing', 'and', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'guitar'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('singing', 'VBG'), ('and', 'CC'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('a', 'DT'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('singing', 'VBG'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('playing', 'VBG'), ('guitar', 'NN')];['man', 'is', 'singing', 'playing', 'guitar'];['man', 'is', 'playing', 'guitar'];man is singing playing guitar;man is playing guitar;[0, 0, 4.169432297621895, 5.277897740893206, 0];[0, 0, 4.169432297621895, 5.277897740893206, 0];0.9557790087219501;1.0;0.9999999999999999;0.9999999999999999;0.8888888888888888;0.8888888888888888
18;main-captions;MSRvid;2012test;0137;3.600;['a', 'man', 'attacks', 'a', 'woman'];['a', 'man', 'slaps', 'a', 'woman'];[('a', 'DT'), ('man', 'NN'), ('attacks', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('a', 'DT'), ('man', 'NN'), ('slaps', 'VBZ'), ('a', 'DT'), ('woman', 'NN')];[('man', 'NN'), ('attacks', 'VBZ'), ('woman', 'NN')];[('man', 'NN'), ('slaps', 'VBZ'), ('woman', 'NN')];['man', 'attacks', 'woman'];['man', 'slaps', 'woman'];man attacks woman;man slaps woman;[0, 0, 5.059111494947952, 0];[0, 0, 5.059111494947952, 0];0.8029550685469663;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666
19;main-captions;MSRvid;2012test;0139;1.200;['a', 'man', 'is', 'driving', 'a', 'car'];['a', 'man', 'is', 'riding', 'a', 'horse'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('driving', 'VBG'), ('a', 'DT'), ('car', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('a', 'DT'), ('horse', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('driving', 'VBG'), ('car', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('horse', 'NN')];['man', 'is', 'driving', 'car'];['man', 'is', 'riding', 'horse'];man is driving car;man is riding horse;[0, 4.169432297621895, 7.537923219468455, 0, 0, 0];[0, 4.169432297621895, 0, 0, 0, 0];0.8836522430649608;0.48401848139518455;0.7071067811865475;0.7071067811865475;0.5;0.75
20;main-captions;MSRvid;2012test;0146;2.400;['a', 'woman', 'is', 'cutting', 'tofu'];['a', 'woman', 'is', 'cutting', 'an', 'onion'];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('tofu', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('tofu', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('onion', 'NN')];['woman', 'is', 'cutting', 'tofu'];['woman', 'is', 'cutting', 'onion'];woman is cutting tofu;woman is cutting onion;[4.169432297621895, 2.837075423239593, 5.059111494947952, 7.160628988326987, 0];[4.169432297621895, 7.26071244688397, 5.059111494947952, 2.837075423239593, 0];0.8299958745295332;0.8143270235743074;0.8833853610050686;0.6666666666666667;0.75;0.75
21;main-captions;MSRvid;2012test;0150;0.200;['the', 'woman', 'is', 'styling', 'her', 'hair'];['the', 'woman', 'is', 'slicing', 'herbs'];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('styling', 'VBG'), ('her', 'PRP$'), ('hair', 'NN')];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('herbs', 'NNS')];[('woman', 'NN'), ('is', 'VBZ'), ('styling', 'VBG'), ('her', 'PRP$'), ('hair', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('herbs', 'NNS')];['woman', 'is', 'styling', 'her', 'hair'];['woman', 'is', 'slicing', 'herbs'];woman is styling her hair;woman is slicing herbs;[4.169432297621895, 1.4015614319245806, 8.81885706493052, 5.059111494947952, 8.881561336630453, 0, 0];[4.169432297621895, 8.701074029274137, 0.9571725301990714, 5.059111494947952, 2.8657619754201695, 0, 0];0.6575498973820477;0.5548601400036174;0.7936976534742104;0.5773502691896258;0.4444444444444444;0.4444444444444444
22;main-captions;MSRvid;2012test;0156;4.200;['two', 'zebras', 'play', 'in', 'an', 'open', 'field'];['two', 'zebras', 'are', 'playing', 'in', 'a', 'field'];[('two', 'CD'), ('zebras', 'NNS'), ('play', 'VBP'), ('in', 'IN'), ('an', 'DT'), ('open', 'JJ'), ('field', 'NN')];[('two', 'CD'), ('zebras', 'NNS'), ('are', 'VBP'), ('playing', 'VBG'), ('in', 'IN'), ('a', 'DT'), ('field', 'NN')];[('two', 'CD'), ('zebras', 'NNS'), ('play', 'VBP'), ('open', 'JJ'), ('field', 'NN')];[('two', 'CD'), ('zebras', 'NNS'), ('are', 'VBP'), ('playing', 'VBG'), ('field', 'NN')];['two', 'zebras', 'play', 'open', 'field'];['two', 'zebras', 'are', 'playing', 'field'];two zebras play open field;two zebras are playing field;[0, 0, 0, 0, 0, 0, 8.413391956822355];[0, 0, 0, 0, 0, 0, 8.413391956822355];0.9272727272727274;1.0;1.0;1.0;0.6;0.8
23;main-captions;MSRvid;2012test;0162;4.400;['a', 'man', 'is', 'cutting', 'a', 'potato'];['a', 'man', 'is', 'slicing', 'some', 'potato'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('a', 'DT'), ('potato', 'NN')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('some', 'DT'), ('potato', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('cutting', 'VBG'), ('potato', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('potato', 'NN')];['man', 'is', 'cutting', 'potato'];['man', 'is', 'slicing', 'potato'];man is cutting potato;man is slicing potato;[0, 4.169432297621895, 0, 6.803954044388255, 0];[0, 4.169432297621895, 0, 6.803954044388255, 0];0.9411764705882353;1.0;0.9999999999999999;0.9999999999999999;0.75;0.75
24;main-captions;MSRvid;2012test;0169;2.250;['a', 'man', 'is', 'slicing', 'an', 'onion'];['a', 'woman', 'is', 'slicing', 'a', 'pumpkin'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('a', 'DT'), ('pumpkin', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('onion', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('pumpkin', 'NN')];['man', 'is', 'slicing', 'onion'];['woman', 'is', 'slicing', 'pumpkin'];man is slicing onion;woman is slicing pumpkin;[0, 4.169432297621895, 7.26071244688397, 1.4015614319245806, 0, 5.465512786616456];[0, 4.169432297621895, 5.465512786616456, 5.059111494947952, 0, 9.799686317942246];0.7894736842105264;0.897184375888286;0.8697358495666062;0.408248290463863;0.5;0.5
25;main-captions;MSRvid;2012test;0170;2.000;['a', 'man', 'is', 'dancing'];['a', 'man', 'and', 'woman', 'is', 'dancing'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('dancing', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('and', 'CC'), ('woman', 'NN'), ('is', 'VBZ'), ('dancing', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('dancing', 'VBG')];[('man', 'NN'), ('woman', 'NN'), ('is', 'VBZ'), ('dancing', 'VBG')];['man', 'is', 'dancing'];['man', 'woman', 'is', 'dancing'];man is dancing;man woman is dancing;[0, 0, 0, 4.169432297621895];[0, 0, 5.059111494947952, 4.169432297621895];0.944911182523068;0.635989448994207;0.7071067811865475;0.7071067811865475;0.8571428571428571;0.8571428571428571
26;main-captions;MSRvid;2012test;0171;0.750;['a', 'man', 'is', 'riding', 'a', 'motorcycle'];['a', 'woman', 'is', 'riding', 'a', 'horse'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('a', 'DT'), ('motorcycle', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('a', 'DT'), ('horse', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('motorcycle', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('riding', 'VBG'), ('horse', 'NN')];['man', 'is', 'riding', 'motorcycle'];['woman', 'is', 'riding', 'horse'];man is riding motorcycle;woman is riding horse;[0, 4.169432297621895, 0, 0, 0, 0];[0, 4.169432297621895, 0, 5.059111494947952, 0, 0];0.8156407680802101;0.635989448994207;0.7071067811865475;0.7071067811865475;0.5;0.5
27;main-captions;MSRvid;2012test;0174;2.200;['a', 'woman', 'is', 'slicing', 'garlics'];['a', 'woman', 'is', 'slicing', 'an', 'onion'];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('garlics', 'NNS')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('an', 'DT'), ('onion', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('garlics', 'NNS')];[('woman', 'NN'), ('is', 'VBZ'), ('slicing', 'VBG'), ('onion', 'NN')];['woman', 'is', 'slicing', 'garlics'];['woman', 'is', 'slicing', 'onion'];woman is slicing garlics;woman is slicing onion;[4.169432297621895, 6.808129415798736, 5.059111494947952, 0, 7.853776168886933];[4.169432297621895, 7.26071244688397, 5.059111494947952, 0, 6.808129415798736];0.8918918918918921;0.9960361840414682;0.9974221035821679;0.6666666666666667;0.75;0.75
28;main-captions;MSRvid;2012test;0181;0.800;['a', 'man', 'is', 'speaking'];['a', 'man', 'is', 'cooking'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('speaking', 'VBG')];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('cooking', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('speaking', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('cooking', 'VBG')];['man', 'is', 'speaking'];['man', 'is', 'cooking'];man is speaking;man is cooking;[0, 0, 4.169432297621895, 0];[0, 0, 4.169432297621895, 0];0.8369213330918603;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666
